1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
12, 29, 33, 15, 50, 19, 16, 3, 13, 10, 14, 7, 7, 6, 10, 9, 0, 2, 3
15, 38, 43, 19, 67, 25, 24, 3, 18, 13, 20, 9, 8, 7, 15, 12, 0, 2, 4
19, 50, 54, 24, 89, 32, 33, 4, 24, 15, 27, 12, 9, 9, 23, 16, 0, 3, 5
22, 61, 63, 29, 107, 38, 39, 4, 29, 17, 33, 14, 10, 11, 33, 19, 0, 3, 6
24, 66, 67, 32, 117, 42, 43, 4, 32, 19, 38, 15, 11, 12, 40, 21, 0, 3, 7
26, 72, 71, 34, 127, 45, 47, 4, 35, 20, 42, 16, 11, 13, 46, 23, 0, 3, 8
28, 79, 76, 38, 138, 49, 51, 5, 39, 21, 46, 17, 12, 15, 53, 25, 0, 3, 8
29, 84, 80, 40, 147, 52, 55, 5, 41, 22, 50, 18, 13, 15, 60, 26, 0, 4, 9
31, 90, 84, 42, 157, 55, 59, 5, 45, 23, 53, 19, 13, 17, 67, 28, 0, 4, 9
33, 96, 89, 45, 167, 58, 63, 5, 48, 25, 57, 20, 14, 18, 74, 30, 0, 4, 10
35, 101, 92, 47, 176, 62, 67, 5, 51, 26, 62, 21, 14, 19, 82, 32, 0, 4, 10
37, 108, 97, 51, 190, 67, 72, 6, 56, 28, 68, 22, 15, 21, 94, 35, 0, 4, 12
39, 115, 103, 54, 204, 72, 78, 6, 61, 30, 75, 24, 16, 23, 105, 38, 0, 5, 13
42, 123, 109, 57, 220, 78, 85, 7, 67, 32, 81, 26, 17, 24, 116, 41, 0, 5, 14
44, 131, 116, 60, 235, 84, 91, 7, 73, 34, 87, 28, 18, 26, 129, 44, 0, 5, 15
47, 139, 122, 64, 252, 90, 98, 7, 81, 37, 94, 30, 19, 29, 144, 48, 0, 6, 16
49, 146, 127, 67, 255, 95, 103, 8, 87, 38, 99, 32, 20, 31, 155, 50, 0, 6, 17
52, 154, 132, 70, 255, 101, 108, 8, 94, 40, 106, 34, 21, 33, 166, 53, 0, 6, 18
53, 158, 135, 72, 255, 105, 112, 8, 98, 42, 111, 35, 21, 35, 175, 54, 0, 6, 19
56, 164, 139, 76, 255, 110, 116, 9, 105, 44, 116, 36, 23, 37, 187, 57, 0, 7, 20
