1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
26, 25, 3, 31, 57, 20, 4, 29, 97, 31, 76, 5, 80, 198, 216, 5, 105, 37, 15
29, 27, 4, 33, 60, 21, 4, 31, 103, 33, 81, 5, 84, 211, 227, 5, 111, 39, 16
31, 29, 4, 35, 64, 22, 4, 32, 108, 34, 87, 6, 88, 222, 239, 6, 117, 41, 17
32, 30, 4, 37, 66, 22, 4, 34, 111, 35, 91, 6, 91, 231, 246, 6, 121, 43, 18
33, 31, 4, 38, 68, 23, 5, 35, 113, 36, 94, 6, 93, 237, 251, 6, 124, 44, 18
34, 32, 4, 40, 71, 24, 5, 37, 117, 37, 98, 6, 96, 245, 255, 6, 128, 45, 19
36, 34, 4, 42, 73, 25, 5, 38, 118, 38, 102, 6, 99, 253, 255, 6, 132, 46, 20
37, 35, 4, 43, 76, 25, 5, 39, 121, 39, 105, 7, 101, 255, 255, 7, 134, 48, 20
39, 37, 5, 45, 79, 27, 5, 41, 126, 40, 111, 7, 105, 255, 255, 7, 136, 50, 21
41, 39, 5, 48, 82, 28, 6, 43, 131, 41, 116, 7, 109, 255, 255, 7, 138, 51, 22
45, 43, 5, 52, 89, 30, 6, 47, 141, 44, 126, 8, 116, 255, 255, 8, 142, 55, 23
48, 46, 6, 55, 92, 31, 6, 49, 147, 46, 131, 8, 120, 255, 255, 8, 144, 57, 24
49, 48, 6, 57, 94, 32, 7, 51, 149, 46, 134, 8, 122, 255, 255, 8, 145, 58, 25
50, 48, 6, 58, 95, 32, 7, 52, 151, 47, 137, 9, 124, 255, 255, 8, 146, 59, 25
51, 49, 6, 60, 97, 33, 7, 53, 153, 48, 140, 9, 126, 255, 255, 8, 147, 60, 26
51, 49, 6, 60, 97, 33, 7, 53, 153, 48, 140, 9, 126, 255, 255, 9, 147, 60, 26
49, 47, 6, 57, 93, 32, 6, 51, 147, 45, 133, 8, 121, 255, 255, 8, 144, 58, 24
38, 36, 4, 46, 71, 24, 5, 41, 119, 36, 104, 6, 101, 255, 255, 6, 134, 47, 19
27, 25, 3, 33, 49, 17, 3, 30, 91, 27, 79, 5, 80, 209, 221, 4, 108, 36, 15
16, 15, 2, 19, 28, 11, 2, 18, 57, 18, 46, 3, 53, 133, 147, 2, 69, 22, 8
6, 7, 1, 8, 11, 5, 1, 7, 25, 10, 18, 1, 25, 58, 67, 1, 30, 9, 3
0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1, 0, 1, 6, 5, 0, 2, 0, 0
