1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
19, 36, 39, 20, 48, 65, 58, 17, 52, 79, 90, 77, 35, 71, 103, 70, 55, 59, 55
21, 42, 47, 22, 58, 79, 69, 19, 61, 94, 109, 94, 40, 84, 124, 86, 64, 69, 66
21, 42, 47, 23, 60, 81, 68, 20, 64, 98, 111, 94, 43, 91, 131, 89, 69, 75, 70
21, 40, 43, 24, 59, 76, 60, 21, 65, 96, 103, 82, 45, 92, 128, 83, 71, 76, 68
19, 34, 36, 22, 52, 64, 46, 20, 59, 83, 81, 62, 41, 79, 105, 65, 61, 64, 55
13, 22, 23, 15, 31, 38, 25, 14, 37, 49, 43, 33, 27, 46, 56, 34, 37, 38, 32
5, 8, 9, 6, 9, 10, 6, 5, 11, 14, 10, 9, 10, 12, 13, 10, 11, 12, 11
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
